// Reference=MNI
// Boehler, 2010: Stop > Go, Activations
// Subjects=15
38	14	-2
42	30	2
48	14	32
36	2	56
48	6	48
-44	22	6
-38	22	20
38	38	30
-28	2	58
0	20	48
12	18	50
-34	38	34
6	26	22
-50	4	42
-40	2	36
40	-60	16
60	-42	26
50	-36	44
48	-26	-6
-52	-38	50
-62	-40	28
-44	-86	4
-40	-62	-8
-60	-66	10
-28	-74	20
4	-16	-2
0	-28	-6
-6	-10	-4
-12	14	2
14	20	6
